year,season,year_season,city,total_population,total_population_increase,births,deaths,natural_increase_rate,immigrants,emigrants,social_increase_rate,total_increase_rate
96,4,964,高雄縣,1244313,369,3094,2114,0.79,11869,12480,-0.49,0.3
96,4,964,屏東縣,889563,-243,1962,1904,0.07,6940,7241,-0.34,-0.27
96,4,964,台東縣,233660,-294,584,576,0.03,1784,2086,-1.29,-1.26
96,4,964,花蓮縣,343302,-308,845,877,-0.09,3590,3866,-0.8,-0.89
96,4,964,澎湖縣,92390,233,223,186,0.4,1014,818,2.12,2.52
96,4,964,基隆市,390397,209,821,604,0.56,5061,5069,-0.02,0.54
96,4,964,新竹市,399035,1458,1449,530,2.3,4926,4387,1.35,3.65
96,4,964,台中市,1055898,2952,2672,1285,1.31,15998,14433,1.48,2.79
96,4,964,嘉義市,273075,271,634,394,0.88,3205,3174,0.11,0.99
96,4,964,台南市,764658,1169,1795,1077,0.94,8914,8463,0.59,1.53
96,4,964,福建省,91493,1424,311,90,2.42,2039,836,13.15,15.57
96,4,964,金門縣,81547,1356,281,82,2.44,1842,685,14.19,16.63
96,4,964,連江縣,9946,68,30,8,2.21,197,151,4.62,6.83
96,3,963,台北市,2625359,-2631,5211,3485,0.66,47635,51992,-1.66,-1
96,3,963,高雄市,1518568,2453,2896,2131,0.5,27544,25856,1.11,1.61
96,3,963,台灣省,18691315,22360,41340,27880,0.72,248276,239376,0.48,1.2
96,3,963,新北市,3789488,10269,7816,4249,0.94,59217,52515,1.77,2.71
96,3,963,宜蘭縣,460193,60,912,752,0.35,5810,5910,-0.22,0.13
96,3,963,桃園縣,1928968,7442,4785,2266,1.31,29140,24217,2.55,3.86
96,3,963,新竹縣,494225,2820,1581,656,1.87,7324,5429,3.83,5.7
96,3,963,苗栗縣,559802,26,1298,996,0.54,5278,5554,-0.49,0.05
96,3,963,台中縣,1548435,2321,3784,2064,1.11,17644,17043,0.39,1.5
96,3,963,彰化縣,1313709,-277,2983,2095,0.68,10114,11279,-0.89,-0.21
96,3,963,南投縣,533494,-409,1086,1011,0.14,4794,5278,-0.91,-0.77
96,3,963,雲林縣,725949,-919,1566,1550,0.02,6609,7544,-1.29,-1.27
96,3,963,嘉義縣,551498,-495,1170,1102,0.12,5508,6071,-1.02,-0.9
96,3,963,台南縣,1105079,-436,2188,2007,0.16,11197,11814,-0.56,-0.4
96,3,963,高雄縣,1243944,-338,2732,2052,0.55,15907,16925,-0.82,-0.27
96,3,963,屏東縣,889806,-947,1772,1792,-0.02,9211,10138,-1.04,-1.06
96,3,963,台東縣,233954,-718,533,609,-0.32,2594,3236,-2.74,-3.06
96,3,963,花蓮縣,343610,-477,710,756,-0.13,5216,5647,-1.25,-1.38
96,3,963,澎湖縣,92157,80,206,191,0.16,1177,1112,0.71,0.87
96,3,963,基隆市,390188,-111,699,602,0.25,7110,7318,-0.53,-0.28
96,3,963,新竹市,397577,594,1253,535,1.81,6669,6793,-0.31,1.5
96,3,963,台中市,1052946,2786,2285,1162,1.07,21846,20183,1.58,2.65
96,3,963,嘉義市,272804,86,499,403,0.35,4142,4152,-0.04,0.31
96,3,963,台南市,763489,1003,1482,1030,0.59,11769,11218,0.72,1.31
96,3,963,福建省,90069,1232,262,105,1.74,2149,1074,11.94,13.68
96,3,963,金門縣,80191,1168,229,94,1.68,1902,869,12.88,14.56
96,3,963,連江縣,9878,64,33,11,2.23,247,205,4.25,6.48
96,2,962,台北市,2627990,1717,5048,3738,0.5,45210,44803,0.15,0.65
96,2,962,高雄市,1516115,1138,2709,2110,0.4,26072,25533,0.36,0.76
96,2,962,台灣省,18668955,17425,38609,28369,0.55,243397,236212,0.38,0.93
96,2,962,新北市,3779219,7691,7464,4368,0.82,56231,51636,1.22,2.04
96,2,962,宜蘭縣,460133,-78,876,742,0.29,5363,5575,-0.46,-0.17
96,2,962,桃園縣,1921526,6005,4416,2344,1.08,27283,23350,2.05,3.13
96,2,962,新竹縣,491405,2071,1421,734,1.4,6970,5586,2.82,4.22
96,2,962,苗栗縣,559776,67,1203,1073,0.23,5220,5283,-0.11,0.12
96,2,962,台中縣,1546114,1343,3432,2038,0.9,16803,16854,-0.03,0.87
96,2,962,彰化縣,1313986,-836,2818,2142,0.51,11266,12778,-1.15,-0.64
96,2,962,南投縣,533903,-821,1075,1075,0,4764,5585,-1.54,-1.54
96,2,962,雲林縣,726868,-578,1452,1532,-0.11,7732,8230,-0.69,-0.8
96,2,962,嘉義縣,551993,-826,1108,1170,-0.11,5583,6347,-1.38,-1.49
96,2,962,台南縣,1105515,-599,2029,2026,0,11512,12114,-0.54,-0.54
96,2,962,高雄縣,1244282,-278,2475,2005,0.38,16741,17489,-0.6,-0.22
96,2,962,屏東縣,890753,-1162,1657,1722,-0.07,9115,10212,-1.23,-1.3
96,2,962,台東縣,234672,-554,534,529,0.02,2529,3088,-2.38,-2.36
96,2,962,花蓮縣,344087,-463,661,776,-0.33,4987,5335,-1.01,-1.34
96,2,962,澎湖縣,92077,127,162,197,-0.38,1199,1037,1.76,1.38
96,2,962,基隆市,390299,-113,733,664,0.18,6364,6546,-0.47,-0.29
96,2,962,新竹市,396983,722,1107,566,1.36,6226,6045,0.46,1.82
96,2,962,台中市,1050160,3788,2017,1200,0.78,21503,18532,2.83,3.61
96,2,962,嘉義市,272718,497,528,410,0.43,4213,3834,1.39,1.82
96,2,962,台南市,762486,1422,1441,1056,0.5,11793,10756,1.36,1.86
96,2,962,福建省,88837,1163,232,128,1.17,2259,1200,11.92,13.09
96,2,962,金門縣,79023,1150,208,115,1.18,2069,1012,13.38,14.56
96,2,962,連江縣,9814,13,24,13,1.12,190,188,0.2,1.32
96,1,961,台北市,2626273,-5969,5109,3891,0.46,42387,49574,-2.74,-2.28
96,1,961,高雄市,1514977,271,2980,2342,0.42,24012,24379,-0.24,0.18
96,1,961,台灣省,18651530,8228,41874,31119,0.58,225300,227827,-0.14,0.44
96,1,961,新北市,3771528,4433,7868,4511,0.89,51424,50348,0.29,1.18
96,1,961,宜蘭縣,460211,-215,924,902,0.05,5189,5426,-0.51,-0.46
96,1,961,桃園縣,1915521,4360,4710,2572,1.12,25299,23077,1.16,2.28
96,1,961,新竹縣,489334,1642,1510,781,1.49,6243,5330,1.87,3.36
96,1,961,苗栗縣,559709,-277,1314,1194,0.21,4901,5298,-0.71,-0.5
96,1,961,台中縣,1544771,1335,3737,2309,0.92,16440,16533,-0.06,0.86
96,1,961,彰化縣,1314822,-212,3164,2307,0.65,10446,11515,-0.81,-0.16
96,1,961,南投縣,534724,-481,1136,1148,-0.02,4517,4986,-0.88,-0.9
96,1,961,雲林縣,727446,-1044,1674,1746,-0.1,5995,6967,-1.34,-1.44
96,1,961,嘉義縣,552819,-1022,1247,1248,0,4780,5801,-1.85,-1.85
96,1,961,台南縣,1106114,-576,2253,2277,-0.02,10977,11529,-0.5,-0.52
96,1,961,高雄縣,1244560,-914,2669,2258,0.33,15176,16501,-1.06,-0.73
96,1,961,屏東縣,891915,-1629,1865,1967,-0.11,8504,10031,-1.71,-1.82
96,1,961,台東縣,235226,-731,565,655,-0.38,2531,3172,-2.73,-3.11
96,1,961,花蓮縣,344550,-753,751,808,-0.17,4829,5525,-2.02,-2.19
96,1,961,澎湖縣,91950,165,193,215,-0.24,1186,999,2.03,1.79
96,1,961,基隆市,390412,-221,690,732,-0.11,5613,5792,-0.46,-0.57
96,1,961,新竹市,396261,1504,1208,571,1.61,6552,5685,2.19,3.8
96,1,961,台中市,1046372,1980,2331,1317,0.97,19603,18637,0.92,1.89
96,1,961,嘉義市,272221,-143,521,416,0.39,3735,3983,-0.91,-0.52
96,1,961,台南市,761064,1027,1544,1185,0.47,11360,10692,0.88,1.35
96,1,961,福建省,87674,1397,247,130,1.33,2387,1107,14.6,15.93
96,1,961,金門縣,77873,1382,219,121,1.26,2161,877,16.49,17.75
96,1,961,連江縣,9801,15,28,9,1.94,226,230,-0.41,1.53
